ticket_id,customer_age,date_of_purchase,ticket_status,first_response_time,time_to_resolution,customer_satisfaction_rating,purchase_year,purchase_month,purchase_day,customer_name_encoded,customer_email_encoded,customer_gender_encoded,product_purchased_encoded,ticket_type_encoded,ticket_subject_encoded,ticket_description_encoded,resolution_encoded,ticket_priority_encoded,ticket_channel_encoded,customer_age_normalized
3324,38,2020-03-16,Open,,,3.0,2020,3,16,4534,2362,0,27,0,14,6852,2573,0,2,0.3846153846153847
3325,37,2020-05-27,Pending Customer Response,2023-05-31 23:54:21,,3.0,2020,5,27,3978,1821,0,36,2,4,229,2573,3,0,0.3653846153846154
3326,45,2020-01-25,Open,,,3.0,2020,1,25,5985,6983,0,10,0,1,4251,2573,3,1,0.5192307692307693
3327,56,2021-04-28,Open,,,3.0,2021,4,28,2048,7447,2,4,1,10,5253,2573,1,2,0.730769230769231
3328,70,2020-11-25,Closed,2023-06-01 02:02:26,2023-06-01 22:51:26,5.0,2020,11,25,6868,5348,0,25,2,3,1716,1385,0,3,1.0
3329,60,2020-09-15,Open,,,3.0,2020,9,15,7007,5806,2,15,0,1,7965,2573,3,3,0.8076923076923078
3330,19,2020-04-23,Closed,2023-06-01 05:36:29,2023-06-01 02:13:29,3.0,2020,4,23,2345,5619,2,40,4,2,5705,2176,2,1,0.0192307692307692
3331,58,2021-08-17,Pending Customer Response,2023-06-01 15:19:30,,3.0,2021,8,17,6564,3551,1,4,0,4,1120,2573,3,1,0.7692307692307693
3332,45,2020-02-25,Pending Customer Response,2023-06-01 14:07:32,,3.0,2020,2,25,7948,1075,1,33,4,8,1269,2573,1,3,0.5192307692307693
3333,19,2020-02-12,Pending Customer Response,2023-06-01 03:56:34,,3.0,2020,2,12,5020,2715,1,13,3,14,2497,2573,3,2,0.0192307692307692
3334,40,2021-08-16,Open,,,3.0,2021,8,16,3230,2658,2,17,1,1,4579,2573,1,2,0.4230769230769231
3335,42,2020-09-15,Closed,2023-06-01 05:34:38,2023-06-01 14:33:38,4.0,2020,9,15,3683,5454,0,7,2,2,2763,503,2,0,0.4615384615384615
3336,52,2020-01-11,Closed,2023-06-01 03:52:38,2023-05-31 23:27:38,1.0,2020,1,11,7959,6644,2,8,3,13,6679,444,3,1,0.6538461538461539
3337,23,2020-10-12,Closed,2023-06-01 00:18:39,2023-06-01 13:01:39,4.0,2020,10,12,6918,6392,2,0,4,13,6600,753,2,1,0.0961538461538462
3338,23,2020-07-03,Open,,,3.0,2020,7,3,7988,5226,0,8,3,5,6299,2573,0,0,0.0961538461538462
3339,31,2020-03-17,Closed,2023-06-01 03:12:41,2023-06-01 01:33:41,4.0,2020,3,17,6447,7788,0,3,2,11,5666,581,3,3,0.25
3340,18,2020-10-14,Pending Customer Response,2023-06-01 11:52:43,,3.0,2020,10,14,520,2929,2,11,0,1,1979,2573,2,0,0.0
3341,40,2021-08-19,Closed,2023-06-01 01:43:44,2023-06-01 10:39:44,3.0,2021,8,19,287,3562,1,3,0,0,935,638,1,3,0.4230769230769231
3342,25,2020-01-07,Pending Customer Response,2023-06-01 20:38:46,,3.0,2020,1,7,2090,1077,2,16,1,8,4326,2573,1,2,0.1346153846153846
3343,18,2021-06-15,Pending Customer Response,2023-06-01 13:04:48,,3.0,2021,6,15,981,1340,0,41,1,9,1139,2573,3,0,0.0
3344,36,2020-12-10,Pending Customer Response,2023-06-01 16:56:48,,3.0,2020,12,10,3343,1978,2,15,2,0,6274,2573,1,2,0.3461538461538461
3345,48,2021-09-06,Open,,,3.0,2021,9,6,6368,1450,0,15,4,1,7812,2573,0,3,0.576923076923077
3346,41,2021-07-30,Pending Customer Response,2023-06-01 22:49:52,,3.0,2021,7,30,7591,1215,0,1,1,11,855,2573,2,0,0.4423076923076924
3347,65,2021-03-02,Closed,2023-06-01 17:36:53,2023-06-01 14:07:53,3.0,2021,3,2,742,5139,1,5,3,7,3234,2363,0,3,0.903846153846154
3348,22,2021-03-07,Pending Customer Response,2023-06-01 19:15:53,,3.0,2021,3,7,1296,1770,1,29,2,15,5581,2573,0,3,0.0769230769230769
3349,65,2020-07-03,Closed,2023-06-01 19:57:55,2023-06-01 08:20:55,3.0,2020,7,3,4013,7045,2,39,2,12,5607,1773,3,3,0.903846153846154
3350,61,2020-10-09,Open,,,3.0,2020,10,9,463,7493,2,33,2,12,4150,2573,3,1,0.826923076923077
3351,18,2020-11-19,Closed,2023-06-01 09:18:58,2023-06-01 20:53:58,5.0,2020,11,19,814,3312,1,12,3,1,6461,2743,0,1,0.0
3352,65,2021-03-31,Open,,,3.0,2021,3,31,6560,5637,0,6,3,0,4391,2573,2,2,0.903846153846154
3353,65,2020-06-18,Closed,2023-06-01 15:10:01,2023-06-01 00:15:01,4.0,2020,6,18,3612,3841,1,4,2,10,4397,2187,1,0,0.903846153846154
3354,23,2020-07-03,Pending Customer Response,2023-06-01 04:15:02,,3.0,2020,7,3,6973,7379,2,27,1,7,7483,2573,1,3,0.0961538461538462
3355,64,2021-01-12,Open,,,3.0,2021,1,12,930,1350,0,34,4,13,4355,2573,1,0,0.8846153846153847
3356,52,2021-01-03,Closed,2023-06-01 05:39:06,2023-05-31 23:28:06,1.0,2021,1,3,6730,768,0,32,3,1,1368,200,2,3,0.6538461538461539
3357,42,2020-07-06,Pending Customer Response,2023-06-01 13:15:07,,3.0,2020,7,6,5447,360,0,12,2,11,7207,2573,2,1,0.4615384615384615
3358,38,2020-04-01,Pending Customer Response,2023-06-01 13:14:09,,3.0,2020,4,1,1592,7057,0,30,0,15,994,2573,3,2,0.3846153846153847
3359,38,2021-10-25,Open,,,3.0,2021,10,25,3175,1746,2,1,4,8,4556,2573,3,1,0.3846153846153847
3360,35,2021-11-05,Closed,2023-06-01 14:40:10,2023-06-01 15:25:10,3.0,2021,11,5,1851,1152,0,2,4,14,2248,536,3,1,0.326923076923077
3361,19,2021-12-10,Pending Customer Response,2023-06-01 05:14:11,,3.0,2021,12,10,5176,4003,2,41,0,13,337,2573,0,0,0.0192307692307692
3362,62,2020-06-19,Closed,2023-06-01 22:07:13,2023-06-01 09:28:13,5.0,2020,6,19,1826,2990,2,31,3,12,641,2706,1,0,0.8461538461538461
3363,26,2020-05-25,Closed,2023-06-01 06:35:14,2023-06-01 22:19:14,1.0,2020,5,25,7237,3743,1,25,3,6,3150,1436,1,2,0.1538461538461538
3364,49,2021-07-10,Pending Customer Response,2023-06-01 12:29:14,,3.0,2021,7,10,6637,2772,0,25,0,0,1482,2573,2,0,0.5961538461538463
3365,45,2020-08-30,Pending Customer Response,2023-06-01 02:53:15,,3.0,2020,8,30,3152,3697,1,14,1,7,7569,2573,1,0,0.5192307692307693
3366,55,2020-04-25,Closed,2023-06-01 13:33:17,2023-06-01 15:14:17,1.0,2020,4,25,7656,5222,1,13,1,12,1942,2214,0,2,0.7115384615384616
3367,67,2021-10-15,Pending Customer Response,2023-06-01 03:52:18,,3.0,2021,10,15,1816,3898,1,20,4,6,7839,2573,0,2,0.9423076923076924
3368,61,2020-05-18,Pending Customer Response,2023-06-01 10:38:20,,3.0,2020,5,18,3217,5944,0,33,0,13,5726,2573,1,1,0.826923076923077
3369,40,2020-10-11,Pending Customer Response,2023-06-01 06:59:21,,3.0,2020,10,11,2475,1085,2,34,1,5,6617,2573,3,1,0.4230769230769231
3370,57,2021-11-23,Closed,2023-06-01 01:13:23,2023-06-01 14:50:23,2.0,2021,11,23,6451,3066,2,30,0,13,5561,1473,2,0,0.7500000000000001
3371,34,2020-10-08,Closed,2023-06-01 03:42:24,2023-06-01 17:42:24,2.0,2020,10,8,7906,7077,0,27,1,3,2344,42,2,3,0.3076923076923077
3372,41,2021-10-28,Pending Customer Response,2023-06-01 20:52:25,,3.0,2021,10,28,485,3956,1,23,4,8,295,2573,3,0,0.4423076923076924
3373,67,2021-12-23,Pending Customer Response,2023-06-01 13:34:27,,3.0,2021,12,23,5770,5771,0,34,4,6,3762,2573,1,1,0.9423076923076924
3374,54,2020-08-13,Pending Customer Response,2023-06-01 22:13:28,,3.0,2020,8,13,7070,1745,2,1,2,11,7352,2573,1,0,0.6923076923076924
3375,47,2021-02-09,Closed,2023-06-01 09:22:29,2023-06-01 21:46:29,1.0,2021,2,9,2040,3182,2,2,4,0,6977,2411,0,3,0.5576923076923077
3376,42,2020-09-18,Open,,,3.0,2020,9,18,6541,3167,0,3,1,15,7298,2573,0,3,0.4615384615384615
3377,48,2020-04-17,Closed,2023-06-01 03:28:30,2023-06-01 21:24:30,1.0,2020,4,17,5124,2826,0,20,4,3,5124,1764,2,3,0.576923076923077
3378,22,2020-05-18,Pending Customer Response,2023-06-01 20:51:31,,3.0,2020,5,18,276,4947,1,40,4,7,4711,2573,3,0,0.0769230769230769
3379,27,2021-09-14,Closed,2023-06-01 14:50:33,2023-06-01 17:53:33,3.0,2021,9,14,6062,5507,1,36,2,11,1107,403,1,2,0.1730769230769231
3380,35,2021-12-13,Closed,2023-06-01 17:13:35,2023-06-01 21:51:35,4.0,2021,12,13,6800,6032,2,35,3,4,4648,84,3,2,0.326923076923077
3381,35,2021-12-18,Open,,,3.0,2021,12,18,866,2991,1,21,0,0,7598,2573,0,3,0.326923076923077
3382,65,2021-02-14,Closed,2023-06-01 12:20:38,2023-06-01 20:00:38,1.0,2021,2,14,2343,5945,1,28,1,2,2353,398,0,1,0.903846153846154
3383,57,2020-10-30,Closed,2023-06-01 21:38:39,2023-06-01 21:00:39,1.0,2020,10,30,1008,5399,2,0,1,14,5752,859,3,0,0.7500000000000001
3384,53,2021-11-02,Pending Customer Response,2023-06-01 05:26:41,,3.0,2021,11,2,54,6954,0,4,3,10,1664,2573,1,0,0.6730769230769232
3385,23,2021-01-31,Closed,2023-06-01 08:59:43,2023-06-01 15:30:43,4.0,2021,1,31,5979,7871,0,11,0,15,1514,637,3,0,0.0961538461538462
3386,70,2021-12-22,Open,,,3.0,2021,12,22,7905,7624,0,10,2,6,4687,2573,0,2,1.0
3387,51,2020-08-08,Pending Customer Response,2023-06-01 07:41:46,,3.0,2020,8,8,5743,5449,1,3,4,0,420,2573,1,0,0.6346153846153847
3388,62,2020-06-02,Closed,2023-06-01 11:41:48,2023-06-01 00:20:48,4.0,2020,6,2,6772,2179,1,15,3,6,1647,2721,0,0,0.8461538461538461
3389,52,2021-01-03,Open,,,3.0,2021,1,3,7714,3229,0,10,2,2,3649,2573,0,3,0.6538461538461539
3390,53,2020-08-02,Closed,2023-06-01 07:58:50,2023-06-01 09:49:50,4.0,2020,8,2,7121,1483,2,2,4,2,5473,1273,0,1,0.6730769230769232
3391,57,2020-12-13,Closed,2023-06-01 00:46:51,2023-06-01 19:02:51,2.0,2020,12,13,3770,3413,1,3,0,10,3429,1751,3,2,0.7500000000000001
3392,49,2021-02-03,Open,,,3.0,2021,2,3,2001,7832,0,14,2,7,3044,2573,3,1,0.5961538461538463
3393,56,2020-01-14,Closed,2023-06-01 07:47:55,2023-06-01 07:26:55,4.0,2020,1,14,3426,5032,2,8,3,13,5294,215,3,0,0.730769230769231
3394,40,2021-12-09,Pending Customer Response,2023-06-01 04:06:56,,3.0,2021,12,9,1056,275,1,22,1,1,3329,2573,0,1,0.4230769230769231
3395,23,2020-02-15,Pending Customer Response,2023-06-01 11:41:58,,3.0,2020,2,15,6210,5375,2,1,1,15,1083,2573,3,2,0.0961538461538462
3396,65,2021-05-12,Closed,2023-06-01 04:30:00,2023-06-01 05:56:00,1.0,2021,5,12,570,1508,0,12,1,4,3077,30,1,3,0.903846153846154
3397,60,2020-08-20,Open,,,3.0,2020,8,20,6214,7856,0,39,0,3,6686,2573,0,2,0.8076923076923078
3398,49,2021-05-10,Closed,2023-06-01 03:45:02,2023-06-01 19:16:02,2.0,2021,5,10,7829,5587,1,22,1,4,6654,2450,0,2,0.5961538461538463
3399,60,2020-12-08,Closed,2023-06-01 19:36:04,2023-06-01 13:34:04,3.0,2020,12,8,7968,1186,0,18,2,12,4396,2110,2,3,0.8076923076923078
3400,53,2021-07-10,Closed,2023-06-01 08:44:05,2023-06-01 11:20:05,1.0,2021,7,10,7607,4096,2,30,3,3,1298,247,0,1,0.6730769230769232
3401,55,2020-05-15,Pending Customer Response,2023-06-01 16:37:07,,3.0,2020,5,15,3022,6019,2,31,2,10,4985,2573,1,0,0.7115384615384616
3402,31,2020-06-26,Pending Customer Response,2023-06-01 06:01:09,,3.0,2020,6,26,6375,920,0,22,1,12,4982,2573,0,0,0.25
3403,28,2021-12-15,Pending Customer Response,2023-06-01 11:19:10,,3.0,2021,12,15,5967,5801,0,29,2,5,4186,2573,3,2,0.1923076923076924
3404,38,2021-10-03,Open,,,3.0,2021,10,3,754,6857,1,29,4,12,2013,2573,3,3,0.3846153846153847
3405,24,2021-08-22,Closed,2023-06-01 14:51:13,2023-06-01 03:36:13,1.0,2021,8,22,6339,5370,2,38,3,5,374,895,1,2,0.1153846153846154
3406,62,2021-10-04,Pending Customer Response,2023-06-01 19:42:15,,3.0,2021,10,4,1822,4134,0,28,1,0,4708,2573,3,1,0.8461538461538461
3407,62,2021-12-20,Pending Customer Response,2023-06-01 09:47:17,,3.0,2021,12,20,4053,6995,2,7,3,4,2395,2573,1,3,0.8461538461538461
3408,60,2021-08-13,Closed,2023-06-01 21:56:18,2023-06-01 22:23:18,2.0,2021,8,13,6353,8292,0,5,3,13,3166,2335,3,1,0.8076923076923078
3409,59,2020-04-13,Pending Customer Response,2023-05-31 23:29:19,,3.0,2020,4,13,1564,6739,2,40,4,7,8,2573,0,2,0.7884615384615384
3410,44,2021-10-12,Pending Customer Response,2023-06-01 02:47:20,,3.0,2021,10,12,4475,5383,0,16,1,9,7904,2573,3,1,0.5000000000000001
3411,62,2020-10-19,Pending Customer Response,2023-06-01 02:16:21,,3.0,2020,10,19,555,5087,2,34,2,9,105,2573,3,1,0.8461538461538461
3412,23,2021-07-19,Pending Customer Response,2023-06-01 07:33:22,,3.0,2021,7,19,5237,3425,0,6,3,4,6529,2573,2,1,0.0961538461538462
3413,65,2021-05-06,Closed,2023-06-01 00:12:23,2023-06-01 09:23:23,3.0,2021,5,6,1050,6641,1,32,0,10,6062,47,3,0,0.903846153846154
3414,29,2020-01-27,Open,,,3.0,2020,1,27,3885,5376,2,34,3,0,5398,2573,3,2,0.2115384615384615
3415,67,2020-08-18,Open,,,3.0,2020,8,18,5762,1039,1,32,4,4,3376,2573,0,0,0.9423076923076924
3416,28,2021-10-21,Open,,,3.0,2021,10,21,5491,6830,2,9,0,3,8076,2573,2,2,0.1923076923076924
3417,26,2020-08-12,Pending Customer Response,2023-05-31 23:12:28,,3.0,2020,8,12,14,6679,0,37,4,7,481,2573,1,1,0.1538461538461538
3418,33,2020-03-23,Closed,2023-06-01 14:42:29,2023-06-01 13:03:29,5.0,2020,3,23,3430,2403,1,22,3,8,320,2444,1,1,0.2884615384615385
3419,33,2020-01-08,Open,,,3.0,2020,1,8,778,7030,1,13,0,8,1429,2573,0,3,0.2884615384615385
3420,65,2021-01-21,Pending Customer Response,2023-06-01 18:52:30,,3.0,2021,1,21,1849,3687,1,13,0,5,6763,2573,3,1,0.903846153846154
3421,33,2020-12-25,Closed,2023-06-01 00:58:32,2023-06-01 19:24:32,4.0,2020,12,25,3081,4019,0,4,4,13,6413,1903,3,1,0.2884615384615385
3422,34,2020-01-05,Pending Customer Response,2023-06-01 00:07:33,,3.0,2020,1,5,4625,2895,2,25,0,4,6454,2573,2,3,0.3076923076923077
3423,56,2020-09-18,Pending Customer Response,2023-06-01 23:01:34,,3.0,2020,9,18,7996,6477,0,28,4,15,3106,2573,2,1,0.730769230769231
3424,54,2021-05-20,Closed,2023-06-01 01:06:35,2023-06-01 19:33:35,5.0,2021,5,20,3178,6855,1,16,1,7,981,2468,1,3,0.6923076923076924
3425,60,2020-03-27,Pending Customer Response,2023-05-31 23:40:36,,3.0,2020,3,27,4499,1012,1,18,4,15,7507,2573,3,3,0.8076923076923078
3426,49,2020-07-16,Closed,2023-06-01 22:23:38,2023-06-01 05:32:38,5.0,2020,7,16,6102,6483,2,21,3,10,1244,1295,1,0,0.5961538461538463
3427,42,2021-09-17,Closed,2023-06-01 07:56:40,2023-06-01 01:46:40,3.0,2021,9,17,1560,5551,1,16,1,14,3503,2646,3,2,0.4615384615384615
3428,61,2020-05-23,Open,,,3.0,2020,5,23,6809,4052,0,5,3,7,4026,2573,1,0,0.826923076923077
3429,50,2020-06-10,Open,,,3.0,2020,6,10,150,5650,2,12,0,1,2696,2573,3,1,0.6153846153846154
3430,63,2021-04-12,Pending Customer Response,2023-06-01 06:35:44,,3.0,2021,4,12,5521,5522,2,11,2,1,698,2573,0,3,0.8653846153846155
3431,45,2021-09-25,Open,,,3.0,2021,9,25,2817,6020,0,8,3,3,98,2573,2,3,0.5192307692307693
3432,32,2021-05-30,Open,,,3.0,2021,5,30,7709,881,2,30,0,6,5432,2573,2,0,0.2692307692307693
3433,21,2020-02-25,Closed,2023-06-01 17:38:46,2023-06-01 09:04:46,4.0,2020,2,25,5616,6434,1,7,1,3,186,203,0,3,0.0576923076923077
3434,20,2021-08-09,Pending Customer Response,2023-06-01 09:28:48,,3.0,2021,8,9,4431,3916,0,5,1,2,3100,2573,2,1,0.0384615384615384
3435,55,2020-11-16,Pending Customer Response,2023-06-01 02:30:49,,3.0,2020,11,16,4273,7286,2,8,0,7,5022,2573,3,0,0.7115384615384616
3436,46,2021-03-05,Open,,,3.0,2021,3,5,7621,3483,0,0,4,10,1325,2573,0,0,0.5384615384615385
3437,65,2021-11-20,Pending Customer Response,2023-06-01 08:53:51,,3.0,2021,11,20,2137,404,1,3,4,1,4531,2573,0,0,0.903846153846154
3438,23,2020-10-12,Open,,,3.0,2020,10,12,5922,4504,1,5,4,15,7110,2573,2,0,0.0961538461538462
3439,28,2020-08-25,Open,,,3.0,2020,8,25,2837,4540,1,38,2,6,7677,2573,2,3,0.1923076923076924
3440,33,2021-10-12,Closed,2023-06-01 09:12:55,2023-06-01 11:08:55,1.0,2021,10,12,4406,6047,1,19,2,13,676,636,0,2,0.2884615384615385
3441,37,2021-09-10,Pending Customer Response,2023-06-01 12:50:55,,3.0,2021,9,10,1376,1578,2,36,4,12,4544,2573,1,2,0.3653846153846154
3442,65,2020-03-07,Open,,,3.0,2020,3,7,6248,1642,1,19,3,7,7933,2573,2,3,0.903846153846154
3443,19,2020-12-15,Open,,,3.0,2020,12,15,7833,746,2,10,2,10,263,2573,2,1,0.0192307692307692
3444,42,2021-09-01,Closed,2023-06-01 12:14:57,2023-06-01 00:06:57,5.0,2021,9,1,6558,8151,0,37,2,1,7145,891,3,2,0.4615384615384615
3445,47,2021-09-19,Pending Customer Response,2023-06-01 07:52:59,,3.0,2021,9,19,7140,6142,2,32,1,8,4821,2573,0,2,0.5576923076923077
3446,68,2021-12-01,Open,,,3.0,2021,12,1,1397,3175,1,3,0,2,4800,2573,0,3,0.9615384615384616
3447,69,2021-06-11,Closed,2023-06-01 06:34:02,2023-06-01 17:09:02,3.0,2021,6,11,6831,6183,2,38,2,10,5473,1812,1,1,0.980769230769231
3448,54,2021-10-12,Open,,,3.0,2021,10,12,3798,5859,1,33,1,8,5214,2573,3,2,0.6923076923076924
3449,29,2020-07-04,Pending Customer Response,2023-05-31 23:32:04,,3.0,2020,7,4,2726,8097,1,13,3,14,7439,2573,0,3,0.2115384615384615
3450,51,2021-01-10,Open,,,3.0,2021,1,10,3739,6616,2,10,3,4,4634,2573,1,0,0.6346153846153847
3451,26,2021-10-10,Open,,,3.0,2021,10,10,7244,8119,2,22,0,11,2742,2573,3,2,0.1538461538461538
3452,69,2021-01-08,Open,,,3.0,2021,1,8,3476,5404,1,20,0,13,5138,2573,0,2,0.980769230769231
3453,36,2021-12-20,Open,,,3.0,2021,12,20,4084,7455,1,21,1,2,6036,2573,2,3,0.3461538461538461
3454,65,2021-02-28,Open,,,3.0,2021,2,28,4590,5896,2,18,1,8,7105,2573,1,3,0.903846153846154
3455,30,2021-12-02,Open,,,3.0,2021,12,2,1634,5886,1,41,3,7,532,2573,0,3,0.2307692307692308
3456,69,2020-06-10,Pending Customer Response,2023-06-01 04:28:13,,3.0,2020,6,10,2825,8209,0,41,1,5,3664,2573,0,1,0.980769230769231
3457,47,2021-03-22,Open,,,3.0,2021,3,22,4183,4671,1,14,3,6,5944,2573,2,1,0.5576923076923077
3458,44,2020-02-13,Pending Customer Response,2023-06-01 01:10:17,,3.0,2020,2,13,639,1500,1,7,3,1,2394,2573,2,0,0.5000000000000001
3459,43,2021-07-01,Open,,,3.0,2021,7,1,996,3262,0,10,4,7,7159,2573,1,3,0.4807692307692308
3460,20,2021-05-08,Closed,2023-06-01 18:31:19,2023-06-01 15:48:19,4.0,2021,5,8,7849,5780,0,3,2,1,2377,1451,1,0,0.0384615384615384
3461,39,2020-09-01,Closed,2023-06-01 01:01:21,2023-06-01 03:01:21,5.0,2020,9,1,5228,1918,1,19,4,13,2226,396,3,3,0.4038461538461538
3462,24,2021-06-03,Open,,,3.0,2021,6,3,6109,5096,1,32,4,3,3311,2573,1,1,0.1153846153846154
3463,54,2020-06-07,Open,,,3.0,2020,6,7,4501,6683,2,2,4,4,3750,2573,3,0,0.6923076923076924
3464,43,2020-07-03,Pending Customer Response,2023-06-01 13:07:26,,3.0,2020,7,3,1083,8268,1,38,3,10,2620,2573,2,1,0.4807692307692308
3465,48,2021-04-04,Open,,,3.0,2021,4,4,5698,7989,2,40,4,15,371,2573,1,2,0.576923076923077
3466,59,2021-10-19,Open,,,3.0,2021,10,19,2842,5083,2,7,4,9,7962,2573,3,2,0.7884615384615384
3467,18,2021-07-05,Closed,2023-06-01 15:38:29,2023-06-01 09:55:29,4.0,2021,7,5,1656,7941,0,16,3,5,6520,1752,2,3,0.0
3468,38,2021-04-21,Open,,,3.0,2021,4,21,8023,6206,0,29,0,1,1585,2573,2,1,0.3846153846153847
3469,43,2021-07-22,Pending Customer Response,2023-06-01 19:10:31,,3.0,2021,7,22,3918,7848,1,6,2,2,7069,2573,1,2,0.4807692307692308
3470,50,2021-07-02,Open,,,3.0,2021,7,2,4175,7987,0,22,4,4,3837,2573,0,1,0.6153846153846154
3471,32,2020-05-24,Closed,2023-06-01 18:51:33,2023-06-01 06:36:33,3.0,2020,5,24,1759,3716,0,9,0,7,221,1352,0,0,0.2692307692307693
3472,45,2021-03-08,Open,,,3.0,2021,3,8,7523,5621,0,34,2,15,7498,2573,2,2,0.5192307692307693
3473,55,2021-05-29,Open,,,3.0,2021,5,29,5037,7602,1,11,4,12,10,2573,0,1,0.7115384615384616
3474,54,2020-03-23,Closed,2023-06-01 22:37:36,2023-06-01 20:15:36,5.0,2020,3,23,2474,6009,2,35,2,11,3267,2231,0,0,0.6923076923076924
3475,50,2020-04-20,Open,,,3.0,2020,4,20,5087,6165,0,37,3,0,140,2573,1,3,0.6153846153846154
3476,24,2020-12-21,Open,,,3.0,2020,12,21,509,7703,0,15,0,13,3908,2573,1,1,0.1153846153846154
3477,32,2021-03-16,Closed,2023-05-31 23:44:41,2023-06-01 11:58:41,3.0,2021,3,16,5861,983,0,3,0,3,1845,1480,2,1,0.2692307692307693
3478,34,2020-12-23,Closed,2023-06-01 13:39:42,2023-06-01 11:13:42,5.0,2020,12,23,2939,6458,2,31,3,9,8033,2374,0,2,0.3076923076923077
3479,33,2021-06-15,Closed,2023-06-01 09:38:44,2023-06-01 21:58:44,5.0,2021,6,15,4452,7308,1,32,3,15,1930,1646,0,3,0.2884615384615385
3480,21,2020-09-16,Closed,2023-06-01 20:12:46,2023-06-01 00:47:46,1.0,2020,9,16,480,98,2,9,1,1,3998,1491,3,3,0.0576923076923077
3481,63,2020-08-09,Pending Customer Response,2023-06-01 07:29:47,,3.0,2020,8,9,5630,6327,2,7,4,9,5711,2573,1,1,0.8653846153846155
3482,70,2021-03-06,Open,,,3.0,2021,3,6,3859,2633,0,9,1,0,4266,2573,3,2,1.0
3483,26,2020-04-29,Pending Customer Response,2023-06-01 17:20:49,,3.0,2020,4,29,2074,384,0,36,0,14,4580,2573,0,2,0.1538461538461538
3484,37,2020-12-25,Closed,2023-06-01 06:54:49,2023-06-01 15:07:49,5.0,2020,12,25,4788,4996,1,14,4,5,5473,678,1,3,0.3653846153846154
3485,27,2021-10-12,Pending Customer Response,2023-06-01 06:26:50,,3.0,2021,10,12,1065,2829,0,23,3,3,2874,2573,1,3,0.1730769230769231
3486,26,2020-12-17,Pending Customer Response,2023-06-01 18:21:51,,3.0,2020,12,17,6645,70,0,34,4,8,6109,2573,0,1,0.1538461538461538
3487,40,2021-04-05,Open,,,3.0,2021,4,5,7770,7612,0,29,3,4,5337,2573,1,2,0.4230769230769231
3488,55,2020-06-27,Pending Customer Response,2023-06-01 06:43:52,,3.0,2020,6,27,6165,1526,0,10,0,10,2989,2573,3,0,0.7115384615384616
3489,56,2020-02-03,Open,,,3.0,2020,2,3,1947,288,0,8,0,10,4572,2573,2,3,0.730769230769231
3490,33,2020-03-01,Closed,2023-06-01 19:12:54,2023-05-31 23:07:54,2.0,2020,3,1,7727,2523,2,7,4,11,2955,2132,3,3,0.2884615384615385
3491,60,2021-10-13,Pending Customer Response,2023-06-01 00:53:56,,3.0,2021,10,13,6306,7823,1,38,2,13,572,2573,2,1,0.8076923076923078
3492,19,2021-04-19,Pending Customer Response,2023-06-01 07:24:58,,3.0,2021,4,19,1200,4682,0,13,2,15,2786,2573,3,1,0.0192307692307692
3493,49,2020-02-14,Pending Customer Response,2023-06-01 14:00:00,,3.0,2020,2,14,1368,7211,1,19,2,15,1592,2573,3,1,0.5961538461538463
3494,64,2020-10-13,Pending Customer Response,2023-06-01 01:25:02,,3.0,2020,10,13,5446,7004,1,37,0,8,3931,2573,3,0,0.8846153846153847
3495,61,2020-10-29,Pending Customer Response,2023-06-01 12:49:03,,3.0,2020,10,29,1484,7107,0,14,0,13,508,2573,1,1,0.826923076923077
3496,18,2021-07-26,Open,,,3.0,2021,7,26,1745,3538,2,39,3,4,6748,2573,0,0,0.0
3497,41,2020-04-12,Open,,,3.0,2020,4,12,275,7547,2,9,3,6,5026,2573,1,2,0.4423076923076924
3498,56,2020-01-20,Pending Customer Response,2023-06-01 11:46:06,,3.0,2020,1,20,1979,4862,1,37,2,10,7782,2573,0,0,0.730769230769231
3499,37,2020-09-17,Pending Customer Response,2023-06-01 22:34:07,,3.0,2020,9,17,3220,1549,2,12,4,11,6086,2573,0,0,0.3653846153846154
3500,42,2020-09-13,Pending Customer Response,2023-06-01 19:28:08,,3.0,2020,9,13,1391,161,0,3,4,7,4558,2573,2,1,0.4615384615384615
3501,41,2020-10-08,Open,,,3.0,2020,10,8,7892,1889,2,32,4,3,2574,2573,3,3,0.4423076923076924
3502,34,2021-11-03,Pending Customer Response,2023-06-01 21:06:12,,3.0,2021,11,3,4158,577,0,25,3,14,3822,2573,0,2,0.3076923076923077
3503,62,2020-12-01,Open,,,3.0,2020,12,1,1277,6627,1,12,1,0,1062,2573,3,3,0.8461538461538461
3504,66,2020-01-19,Pending Customer Response,2023-06-01 07:50:16,,3.0,2020,1,19,6075,2466,2,28,1,10,5107,2573,3,2,0.9230769230769232
3505,23,2020-06-13,Open,,,3.0,2020,6,13,4382,8118,0,21,4,4,2329,2573,3,3,0.0961538461538462
3506,69,2020-09-10,Closed,2023-06-01 22:25:19,2023-06-01 05:54:19,2.0,2020,9,10,6299,2807,1,6,0,9,873,953,0,0,0.980769230769231
3507,40,2020-07-12,Pending Customer Response,2023-06-01 14:51:20,,3.0,2020,7,12,5810,2098,2,41,2,9,2617,2573,3,2,0.4230769230769231
3508,55,2021-01-11,Pending Customer Response,2023-06-01 15:47:22,,3.0,2021,1,11,6737,5811,1,37,2,3,2946,2573,3,3,0.7115384615384616
